state,crop_year,season,crop,area,production,yield
Gujarat,2001,KHARIF,SESAMUM,8700.0,7500.0,8.620689655172413
Uttarakhand,2009,RABI,WHEAT,28246.0,25523.0,9.035969694824045
Uttar Pradesh,2002,RABI,RAPESEED &MUSTARD,12103.0,14326.0,11.83673469387755
Karnataka,1998,KHARIF,MAIZE,5751.0,21373.0,37.16397148322031
Karnataka,2010,RABI,DRY CHILLIES,39.0,106.0,27.179487179487182
Maharashtra,2008,KHARIF,SUNFLOWER,1500.0,700.0,4.666666666666667
Gujarat,2001,KHARIF,JOWAR,13700.0,20000.0,14.598540145985401
Punjab,2002,KHARIF,URAD,700.0,300.0,4.285714285714286
Odisha,2004,SUMMER,GROUNDNUT,664.0,825.4,12.430722891566264
Uttar Pradesh,1998,KHARIF,RICE,1019.0,1651.0,16.202158979391562
Karnataka,2012,RABI,GRAM,50.0,32.0,6.4
West Bengal,2010,SUMMER,GROUNDNUT,426.0,599.0,14.061032863849764
Maharashtra,2013,KHARIF,RICE,186200.0,303500.0,16.299677765843178
Telangana,2011,RABI,MAIZE,11819.0,49793.0,42.12962179541417
Uttar Pradesh,2006,KHARIF,MAIZE,519.0,875.0,16.859344894026975
Gujarat,2012,KHARIF,MOONG(GREEN GRAM),700.0,300.0,4.285714285714286
West Bengal,2009,AUTUMN,GROUNDNUT,25.0,34.0,13.600000000000001
Uttar Pradesh,2000,KHARIF,URAD,7679.0,5396.0,7.026956634978513
West Bengal,2012,SUMMER,MAIZE,453.0,1842.0,40.662251655629134
Jharkhand,2006,RABI,POTATO,1035.95,4248.0,41.005840050195474
Maharashtra,2002,SUMMER,RICE,3300.0,6900.0,20.909090909090907
Puducherry,2006,KHARIF,RICE,653.0,1644.0,25.17611026033691
Uttar Pradesh,2011,RABI,RAPESEED &MUSTARD,22941.0,30216.0,13.171178239832615
Maharashtra,2002,KHARIF,SESAMUM,900.0,200.0,2.2222222222222223
Maharashtra,1999,KHARIF,URAD,18400.0,4900.0,2.6630434782608696
Assam,2011,RABI,WHEAT,966.0,990.0,10.248447204968944
Madhya Pradesh,2012,KHARIF,MAIZE,3553.0,5464.0,15.37855333520968
Maharashtra,2010,KHARIF,SESAMUM,3800.0,1800.0,4.7368421052631575
Maharashtra,1998,KHARIF,SESAMUM,3800.0,1000.0,2.631578947368421
Karnataka,2000,WHOLE YEAR,DRY CHILLIES,512.0,465.0,9.08203125
Chhattisgarh,2006,RABI,POTATO,274.0,1092.0,39.85401459854015
Karnataka,2011,KHARIF,SUNFLOWER,209.0,122.0,5.83732057416268
Bihar,2004,KHARIF,SUNFLOWER,179.0,247.0,13.798882681564246
Assam,2009,KHARIF,MAIZE,225.0,186.0,8.266666666666666
West Bengal,2011,SUMMER,MOONG(GREEN GRAM),1100.0,761.0,6.918181818181818
Maharashtra,2003,RABI,GRAM,22600.0,9000.0,3.982300884955752
Karnataka,1999,KHARIF,SUNFLOWER,6278.0,4068.0,6.479770627588404
Odisha,2005,SUMMER,WHEAT,72.0,116.9,16.23611111111111
Bihar,2002,KHARIF,SESAMUM,37.0,27.0,7.297297297297297
Uttar Pradesh,2000,KHARIF,ARHAR/TUR,8065.0,7284.0,9.031618102913825
Chhattisgarh,2000,KHARIF,URAD,1753.0,419.0,2.390188248716486
Karnataka,2008,RABI,JOWAR,24150.0,13398.0,5.547826086956523
Nagaland,2001,KHARIF,MOONG(GREEN GRAM),270.0,260.0,9.62962962962963
Uttar Pradesh,2009,KHARIF,RICE,37865.0,98260.0,25.950085831242575
Uttar Pradesh,2005,WHOLE YEAR,ONION,911.0,11630.0,127.66190998902304
Maharashtra,1999,KHARIF,JOWAR,178800.0,242600.0,13.568232662192393
Tamil Nadu,2003,KHARIF,SUNFLOWER,350.0,453.0,12.942857142857143
Karnataka,2003,RABI,GRAM,88.0,28.0,3.1818181818181817
Tamil Nadu,1998,KHARIF,GROUNDNUT,63.0,87.0,13.80952380952381
Chhattisgarh,2014,KHARIF,POTATO,137.0,773.0,56.42335766423358
Madhya Pradesh,2009,WHOLE YEAR,ONION,738.0,14384.0,194.90514905149053
Gujarat,2003,KHARIF,RICE,14000.0,17100.0,12.214285714285715
Madhya Pradesh,2009,WHOLE YEAR,POTATO,805.0,14831.0,184.23602484472048
Rajasthan,2007,KHARIF,RICE,18169.0,76206.0,41.94286972315482
Telangana,1998,RABI,GRAM,400.0,100.0,2.5
Madhya Pradesh,2012,KHARIF,RICE,47452.0,142721.0,30.076919834780412
Punjab,2007,KHARIF,SESAMUM,700.0,100.0,1.4285714285714284
Karnataka,2012,KHARIF,RICE,27411.0,24009.0,8.75889241545365
Bihar,2001,WHOLE YEAR,ONION,405.0,2730.0,67.4074074074074
Telangana,1997,RABI,DRY CHILLIES,1700.0,3700.0,21.76470588235294
Jammu And Kashmir,2002,KHARIF,SESAMUM,408.0,204.0,5.0
Bihar,2003,RABI,GRAM,90.0,88.0,9.777777777777777
West Bengal,2005,AUTUMN,RICE,36281.0,78733.0,21.700890273145724
Gujarat,1999,KHARIF,JOWAR,64200.0,86900.0,13.53582554517134
Andhra Pradesh,2011,RABI,GRAM,94684.0,138996.0,14.679988171179925
Madhya Pradesh,2011,RABI,MOONG(GREEN GRAM),63.0,18.0,2.8571428571428568
Chhattisgarh,2000,KHARIF,ARHAR/TUR,888.0,307.0,3.4572072072072073
Telangana,2007,KHARIF,MAIZE,26000.0,115000.0,44.23076923076923
Uttar Pradesh,2013,RABI,RAPESEED &MUSTARD,876.0,795.0,9.075342465753424
Gujarat,2012,SUMMER,GROUNDNUT,400.0,900.0,22.5
Rajasthan,2003,KHARIF,MOONG(GREEN GRAM),14523.0,8881.0,6.115127728430765
Jharkhand,2004,RABI,RAPESEED &MUSTARD,80.48,72.51,9.00969184890656
Uttar Pradesh,1999,KHARIF,RICE,49516.0,121005.0,24.437555537604005
Uttar Pradesh,2006,SUMMER,MAIZE,1112.0,1474.0,13.255395683453237
Rajasthan,2004,WHOLE YEAR,ONION,3327.0,18561.0,55.788999098286745
Odisha,2011,AUTUMN,MAIZE,989.0,1163.4,11.763397371081902
Tamil Nadu,2005,WHOLE YEAR,DRY CHILLIES,416.0,270.0,6.490384615384616
Uttar Pradesh,2011,RABI,RAPESEED &MUSTARD,14989.0,14150.0,9.440256187871105
Punjab,1997,WHOLE YEAR,MOONG(GREEN GRAM),8400.0,5300.0,6.309523809523809
Uttarakhand,2003,WHOLE YEAR,ONION,274.0,3151.0,115.0
West Bengal,2005,WHOLE YEAR,DRY CHILLIES,5575.0,6294.0,11.289686098654707
Rajasthan,1998,KHARIF,MOONG(GREEN GRAM),3596.0,1311.0,3.6457174638487206
Odisha,2009,WINTER,RICE,211000.0,302000.0,14.312796208530806
Chhattisgarh,2008,RABI,MOONG(GREEN GRAM),345.0,95.0,2.753623188405797
Nagaland,2003,KHARIF,ARHAR/TUR,760.0,1130.0,14.868421052631579
Rajasthan,2007,WHOLE YEAR,DRY CHILLIES,341.0,106.0,3.1085043988269794
Uttar Pradesh,1999,RABI,WHEAT,91166.0,217795.0,23.889937037930807
Bihar,2010,SUMMER,RICE,6196.0,12124.0,19.567462879276952
Madhya Pradesh,2003,RABI,GRAM,29344.0,34828.0,11.86886586695747
Karnataka,2013,SUMMER,POTATO,1.0,14.0,140.0
Karnataka,2003,KHARIF,SESAMUM,1352.0,465.0,3.4393491124260356
Karnataka,2012,KHARIF,RAPESEED &MUSTARD,165.0,49.0,2.9696969696969697
Karnataka,2007,KHARIF,SUNFLOWER,9.0,7.0,7.777777777777778
Tripura,2009,KHARIF,MOONG(GREEN GRAM),108.0,62.0,5.7407407407407405
West Bengal,2014,RABI,WHEAT,106.0,276.0,26.037735849056602
Meghalaya,1997,KHARIF,RICE,9422.0,12339.0,13.095945659095733
Uttar Pradesh,1999,RABI,RAPESEED &MUSTARD,172.0,64.0,3.7209302325581395
Maharashtra,2011,KHARIF,JOWAR,55100.0,57900.0,10.508166969147005
Assam,1998,AUTUMN,RICE,5886.0,8091.0,13.746177370030582
Manipur,2003,WHOLE YEAR,ONION,200.0,430.0,21.5
Uttar Pradesh,2008,KHARIF,MAIZE,2102.0,1949.0,9.272121788772598
Maharashtra,2007,KHARIF,JOWAR,410.0,360.0,8.78048780487805
Uttar Pradesh,2007,SUMMER,URAD,249.0,137.0,5.502008032128513
Andhra Pradesh,2001,RABI,ONION,1.0,16.0,160.0
Tripura,2012,KHARIF,MOONG(GREEN GRAM),47.0,26.0,5.531914893617022
Maharashtra,2002,RABI,SUNFLOWER,1000.0,500.0,5.0
Uttar Pradesh,2006,SUMMER,MAIZE,169.0,224.0,13.254437869822485
Telangana,2001,KHARIF,RICE,122016.0,303088.0,24.84002098085497
Uttar Pradesh,1998,RABI,GRAM,2150.0,1660.0,7.72093023255814
Jharkhand,2007,RABI,WHEAT,468.94,491.0,10.470422655350365
Madhya Pradesh,1999,RABI,WHEAT,57478.0,138067.0,24.020842757228852
West Bengal,2007,KHARIF,SUNFLOWER,67.0,74.0,11.044776119402986
Odisha,2011,SUMMER,GROUNDNUT,17.0,26.7,15.705882352941176
Uttar Pradesh,2007,KHARIF,MAIZE,81.0,45.0,5.555555555555555
Assam,2000,SUMMER,RICE,7030.0,7007.0,9.96728307254623
Karnataka,2004,KHARIF,GROUNDNUT,20345.0,13936.0,6.8498402555910545
Assam,2010,AUTUMN,RICE,11562.0,13489.0,11.666666666666668
Bihar,2007,KHARIF,SESAMUM,79.0,56.0,7.088607594936709
Karnataka,2005,RABI,WHEAT,51103.0,42121.0,8.242373246189068
Karnataka,2000,RABI,MOONG(GREEN GRAM),934.0,250.0,2.676659528907923
West Bengal,2002,RABI,WHEAT,9675.0,21520.0,22.242894056847543
Chhattisgarh,2011,KHARIF,MAIZE,9153.0,18879.0,20.626024254342838
Madhya Pradesh,2009,WHOLE YEAR,WHEAT,99107.0,247949.0,25.01831353991141
Uttar Pradesh,2004,RABI,RAPESEED &MUSTARD,1195.0,1188.0,9.94142259414226
Uttar Pradesh,2000,SUMMER,RICE,3.0,6.0,20.0
Uttar Pradesh,2000,KHARIF,RICE,48622.0,89219.0,18.349512566328
Nagaland,2011,KHARIF,JOWAR,30.0,30.0,10.0
Andhra Pradesh,1999,RABI,RICE,6828.0,12921.0,18.923550087873462
Bihar,2007,SUMMER,MOONG(GREEN GRAM),6440.0,3156.0,4.900621118012422
Telangana,2013,RABI,URAD,296.0,290.0,9.797297297297296
Andhra Pradesh,1997,RABI,JOWAR,100.0,100.0,10.0
Karnataka,2010,RABI,URAD,172.0,80.0,4.651162790697675
Bihar,2013,SUMMER,MOONG(GREEN GRAM),4459.0,3576.0,8.019735366674142
Bihar,2008,SUMMER,MAIZE,3829.0,6982.0,18.2345259858971
Andhra Pradesh,2003,KHARIF,ARHAR/TUR,29594.0,8997.0,3.0401432722849226
Andhra Pradesh,2004,KHARIF,SUNFLOWER,53.0,44.0,8.30188679245283
Odisha,1998,WINTER,MOONG(GREEN GRAM),6.0,1.0,1.6666666666666665
Rajasthan,2002,KHARIF,MOONG(GREEN GRAM),65202.0,4506.0,0.691083095610564
Uttar Pradesh,2013,KHARIF,RICE,46938.0,100964.0,21.51007712301334
Uttar Pradesh,2014,KHARIF,MOONG(GREEN GRAM),11.0,3.0,2.727272727272727
Odisha,2010,AUTUMN,MAIZE,4596.0,7669.9,16.688207136640557
Odisha,2013,SUMMER,MOONG(GREEN GRAM),297.0,68.6,2.3097643097643097
Uttar Pradesh,2004,WHOLE YEAR,ONION,69.0,779.0,112.89855072463767
Rajasthan,2007,KHARIF,MOONG(GREEN GRAM),241.0,95.0,3.941908713692946
Telangana,1997,KHARIF,GROUNDNUT,300.0,200.0,6.666666666666666
Andhra Pradesh,2001,KHARIF,DRY CHILLIES,3765.0,7127.0,18.92961487383798
West Bengal,2010,RABI,URAD,23.0,17.0,7.391304347826086
Odisha,1999,KHARIF,DRY CHILLIES,670.0,540.0,8.059701492537313
Assam,2011,RABI,WHEAT,34.0,41.0,12.058823529411764
Gujarat,2001,KHARIF,SESAMUM,1700.0,1000.0,5.882352941176471
Uttar Pradesh,1999,WHOLE YEAR,ONION,53.0,747.0,140.9433962264151
Andhra Pradesh,1998,KHARIF,DRY CHILLIES,4700.0,7200.0,15.319148936170212
Odisha,2000,KHARIF,MAIZE,1059.0,723.6,6.8328611898017
Uttar Pradesh,2013,SUMMER,ONION,80.0,1077.0,134.625
Arunachal Pradesh,2007,KHARIF,RICE,5500.0,3971.0,7.22
Bihar,2000,KHARIF,RICE,30980.0,35774.0,11.54744996772111
Uttar Pradesh,2013,SUMMER,MAIZE,75.0,138.0,18.400000000000002
West Bengal,1998,WHOLE YEAR,SESAMUM,173.0,85.0,4.913294797687861
Jammu And Kashmir,2007,RABI,WHEAT,10099.0,14710.0,14.565798593920189
Tamil Nadu,2002,KHARIF,SESAMUM,4534.0,1301.0,2.869430966034407
Haryana,2012,KHARIF,GROUNDNUT,169.0,202.0,11.952662721893493
Telangana,1997,RABI,GROUNDNUT,41500.0,29900.0,7.2048192771084345
Assam,2000,KHARIF,MAIZE,1077.0,646.0,5.998142989786444
Tamil Nadu,2009,WHOLE YEAR,MOONG(GREEN GRAM),128.0,44.0,3.4375
Odisha,2001,RABI,WHEAT,43.0,29.9,6.953488372093023
Madhya Pradesh,2005,KHARIF,SUNFLOWER,87.0,48.0,5.517241379310345
Chhattisgarh,2004,WHOLE YEAR,DRY CHILLIES,93.0,39.0,4.193548387096774
Bihar,2014,RABI,WHEAT,55741.0,116642.0,20.92570998008647
Odisha,2003,KHARIF,JOWAR,830.0,510.0,6.144578313253012
Bihar,2008,KHARIF,ARHAR/TUR,193.0,366.0,18.963730569948186
Madhya Pradesh,2000,KHARIF,RICE,9822.0,5343.0,5.439828955406231
Chhattisgarh,2004,KHARIF,RICE,180028.0,167461.0,9.301941920145754
Rajasthan,2010,WHOLE YEAR,POTATO,15.0,69.0,46.0
Bihar,2006,SUMMER,MAIZE,10902.0,23682.0,21.722619702806824
Jammu And Kashmir,2005,KHARIF,RICE,22864.0,59487.0,26.017757172848146
Madhya Pradesh,2012,RABI,WHEAT,117620.0,263370.0,22.39160006801564
Karnataka,2000,SUMMER,RICE,1758.0,4506.0,25.631399317406146
Arunachal Pradesh,2013,WHOLE YEAR,DRY CHILLIES,110.0,264.0,24.0
Madhya Pradesh,1999,KHARIF,SESAMUM,3190.0,666.0,2.0877742946708464
Bihar,2009,KHARIF,URAD,97.0,96.0,9.896907216494846
Assam,2005,WHOLE YEAR,DRY CHILLIES,862.0,389.0,4.512761020881671
Andhra Pradesh,2014,RABI,DRY CHILLIES,124.0,387.0,31.20967741935484
Maharashtra,1998,RABI,SUNFLOWER,20700.0,18900.0,9.130434782608695
Madhya Pradesh,2006,WHOLE YEAR,SESAMUM,281.0,114.0,4.056939501779359
Assam,2010,RABI,RAPESEED &MUSTARD,8557.0,3438.0,4.017763234778544
Assam,1998,RABI,GRAM,4.0,1.0,2.5
Uttar Pradesh,2011,RABI,ONION,138.0,3156.0,228.69565217391306
Tamil Nadu,1998,KHARIF,SESAMUM,10832.0,4162.0,3.8423190546528803
Uttar Pradesh,2007,SUMMER,MAIZE,150.0,216.0,14.399999999999999
Karnataka,2010,KHARIF,RICE,76270.0,271152.0,35.55159302478038
Gujarat,2005,WHOLE YEAR,ONION,1300.0,38700.0,297.6923076923077
Tamil Nadu,2003,KHARIF,RICE,104162.0,317655.0,30.496246231831186
Chhattisgarh,2013,KHARIF,GROUNDNUT,1.0,1.0,10.0
West Bengal,1998,KHARIF,ARHAR/TUR,51.0,40.0,7.8431372549019605
Uttar Pradesh,2000,RABI,RAPESEED &MUSTARD,11347.0,9516.0,8.386357627566758
Punjab,2007,RABI,GRAM,1000.0,1000.0,10.0
Uttar Pradesh,1999,KHARIF,URAD,12932.0,6906.0,5.340241261985772
Odisha,2004,SUMMER,RICE,1000.0,1000.0,10.0
Andhra Pradesh,2013,RABI,ONION,159.0,2944.0,185.1572327044025
Tamil Nadu,2008,WHOLE YEAR,SESAMUM,4041.0,2130.0,5.270972531551596
Uttar Pradesh,2006,SUMMER,ONION,452.0,5264.0,116.46017699115043
Uttar Pradesh,2010,RABI,RAPESEED &MUSTARD,2764.0,2877.0,10.408827785817657
Chhattisgarh,2009,KHARIF,MOONG(GREEN GRAM),3103.0,635.0,2.0464067031904607
West Bengal,1998,WHOLE YEAR,POTATO,25576.0,530695.0,207.49726305911793
Jammu And Kashmir,2007,RABI,RAPESEED &MUSTARD,17011.0,13417.4,7.887484568808418
Uttar Pradesh,2010,KHARIF,ARHAR/TUR,980.0,670.0,6.836734693877551
Uttar Pradesh,2013,SUMMER,MOONG(GREEN GRAM),261.0,157.0,6.015325670498084
Mizoram,2005,KHARIF,SESAMUM,538.0,304.0,5.650557620817844
Punjab,2006,KHARIF,SESAMUM,300.0,100.0,3.333333333333333
Madhya Pradesh,2012,KHARIF,RICE,542.0,639.0,11.789667896678965
Uttar Pradesh,2002,RABI,RAPESEED &MUSTARD,2952.0,1768.0,5.989159891598916
West Bengal,1997,RABI,WHEAT,6347.0,15690.0,24.720340318260593
Meghalaya,2003,KHARIF,RICE,11451.0,30130.0,26.312112479259454
Maharashtra,2001,RABI,WHEAT,8500.0,16600.0,19.52941176470588
Andhra Pradesh,2003,RABI,RAPESEED &MUSTARD,1135.0,280.0,2.4669603524229076
Mizoram,2001,RABI,RAPESEED &MUSTARD,2069.0,1760.0,8.506524891251813
Kerala,2009,WINTER,RICE,1531.0,4106.0,26.81907250163292
Madhya Pradesh,1999,KHARIF,ARHAR/TUR,8843.0,6318.0,7.144634173922877
Maharashtra,2008,RABI,SUNFLOWER,6600.0,4000.0,6.0606060606060606
Odisha,1999,RABI,GRAM,240.0,90.0,3.75
Andhra Pradesh,2001,RABI,URAD,2816.0,1915.0,6.800426136363637
Karnataka,2008,SUMMER,MAIZE,783.0,3118.0,39.82120051085568
Bihar,2013,AUTUMN,RICE,32441.0,49310.0,15.199901359390894
Assam,2006,RABI,MOONG(GREEN GRAM),238.0,101.0,4.243697478991597
Gujarat,2009,WHOLE YEAR,POTATO,100.0,1600.0,160.0
Odisha,2007,WINTER,RICE,77000.0,126000.0,16.363636363636363
Karnataka,2004,RABI,JOWAR,12.0,9.0,7.5
Karnataka,2014,SUMMER,SUNFLOWER,1417.0,1229.0,8.673253352152434
Nagaland,2009,KHARIF,MAIZE,7150.0,7470.0,10.447552447552448
Manipur,2000,KHARIF,MAIZE,680.0,1590.0,23.38235294117647
Maharashtra,2006,KHARIF,MOONG(GREEN GRAM),7600.0,3800.0,5.0
Bihar,2014,SUMMER,MOONG(GREEN GRAM),1975.0,1144.0,5.79240506329114
Uttar Pradesh,2007,KHARIF,MAIZE,7085.0,4513.0,6.369795342272406
Uttarakhand,2006,KHARIF,MAIZE,870.0,879.0,10.103448275862068
Uttar Pradesh,2011,SUMMER,MAIZE,1316.0,2175.0,16.527355623100306
Rajasthan,2010,KHARIF,MOONG(GREEN GRAM),255.0,158.0,6.196078431372549
Bihar,2003,WHOLE YEAR,POTATO,5665.0,43615.0,76.99029126213591
Rajasthan,1998,KHARIF,URAD,4183.0,1330.0,3.1795362180253406
Karnataka,2010,KHARIF,ONION,523.0,4242.0,81.10898661567879
Uttar Pradesh,1999,RABI,RAPESEED &MUSTARD,676.0,522.0,7.72189349112426
Uttar Pradesh,2014,SUMMER,ONION,82.0,1240.0,151.21951219512195
Tamil Nadu,2009,WHOLE YEAR,SESAMUM,1171.0,420.0,3.5866780529462
Uttar Pradesh,1997,KHARIF,GROUNDNUT,3.0,2.0,6.666666666666666
Odisha,1997,WINTER,GROUNDNUT,15.0,15.0,10.0
Assam,2010,SUMMER,RICE,21000.0,56679.0,26.99
Uttar Pradesh,1997,KHARIF,SESAMUM,4.0,1.0,2.5
Kerala,2008,KHARIF,JOWAR,5.0,3.0,6.0
Rajasthan,2001,WHOLE YEAR,POTATO,42.0,229.0,54.523809523809526
Tamil Nadu,2007,WHOLE YEAR,POTATO,7.0,116.0,165.71428571428572
Karnataka,2006,SUMMER,SUNFLOWER,1880.0,854.0,4.542553191489362
Telangana,2013,KHARIF,RICE,192185.0,546190.0,28.42001196763535
Karnataka,2009,KHARIF,ONION,90.0,318.0,35.33333333333333
Jammu And Kashmir,2000,RABI,RAPESEED &MUSTARD,2200.0,1322.0,6.00909090909091
Uttar Pradesh,2008,RABI,RAPESEED &MUSTARD,10599.0,14886.0,14.044721200113218
West Bengal,2006,AUTUMN,RICE,13530.0,43731.0,32.32150776053215
Karnataka,2010,SUMMER,ONION,7.0,74.0,105.71428571428571
Odisha,2010,SUMMER,GROUNDNUT,489.0,591.7,12.100204498977508
Karnataka,1997,KHARIF,GROUNDNUT,89163.0,47699.0,5.349640545966377
Gujarat,2011,RABI,WHEAT,76000.0,220600.0,29.02631578947368
Uttar Pradesh,1999,KHARIF,URAD,4765.0,2721.0,5.710388247639035
Telangana,1997,RABI,DRY CHILLIES,1100.0,2400.0,21.818181818181817
Uttar Pradesh,2001,KHARIF,MOONG(GREEN GRAM),555.0,158.0,2.8468468468468466
Assam,1999,RABI,RAPESEED &MUSTARD,18040.0,8364.0,4.636363636363637
Kerala,2013,WINTER,RICE,1083.0,2545.0,23.499538319482916
Andhra Pradesh,2013,KHARIF,JOWAR,280.0,489.0,17.464285714285715
Andhra Pradesh,1998,RABI,SESAMUM,9900.0,2000.0,2.0202020202020203
Uttar Pradesh,2014,SUMMER,ONION,28.0,274.0,97.85714285714286
Mizoram,2008,KHARIF,RICE,4016.0,3131.0,7.796314741035857
Uttar Pradesh,2010,SUMMER,MOONG(GREEN GRAM),3.0,3.0,10.0
Maharashtra,1997,KHARIF,GRAM,37500.0,14800.0,3.9466666666666668
Bihar,2002,SUMMER,MOONG(GREEN GRAM),582.0,290.0,4.982817869415808
Assam,2012,RABI,WHEAT,6.0,8.0,13.333333333333332
Gujarat,2011,WHOLE YEAR,DRY CHILLIES,200.0,200.0,10.0
Meghalaya,2006,RABI,RAPESEED &MUSTARD,65.0,62.0,9.538461538461538
Assam,2011,WHOLE YEAR,ONION,550.0,1689.0,30.709090909090907
Telangana,2000,KHARIF,GROUNDNUT,32674.0,18493.0,5.659851869988371
Uttar Pradesh,2009,SUMMER,RICE,6535.0,19010.0,29.089517980107114
Nagaland,2003,KHARIF,MAIZE,5770.0,9830.0,17.03639514731369
Uttar Pradesh,2009,KHARIF,ARHAR/TUR,2528.0,1637.0,6.475474683544303
Punjab,1999,KHARIF,RICE,133000.0,464000.0,34.88721804511278
Rajasthan,2006,RABI,SUNFLOWER,24.0,7.0,2.916666666666667
Bihar,2000,WHOLE YEAR,ONION,97.0,1216.0,125.36082474226804
Himachal Pradesh,2001,WHOLE YEAR,DRY CHILLIES,394.0,84.0,2.1319796954314723
Uttar Pradesh,2008,SUMMER,SUNFLOWER,1.0,2.0,20.0
West Bengal,2011,SUMMER,GROUNDNUT,11467.0,22889.0,19.960756954739686
Uttar Pradesh,2000,WHOLE YEAR,POTATO,6684.0,108806.0,162.78575703171754
Rajasthan,2001,KHARIF,JOWAR,984.0,407.0,4.136178861788618
Kerala,2000,SUMMER,RICE,1878.0,4755.0,25.319488817891376
Bihar,2007,RABI,MAIZE,211.0,1063.0,50.379146919431285
Maharashtra,2008,KHARIF,URAD,600.0,200.0,3.333333333333333
Maharashtra,2007,RABI,WHEAT,298.0,584.0,19.59731543624161
Karnataka,2000,KHARIF,URAD,31.0,12.0,3.870967741935484
Rajasthan,1998,KHARIF,SESAMUM,612.0,45.0,0.7352941176470589
Tamil Nadu,2012,KHARIF,MOONG(GREEN GRAM),1441.0,378.0,2.623178348369188
Gujarat,2012,WHOLE YEAR,POTATO,500.0,11400.0,228.0
Bihar,2005,KHARIF,MAIZE,10434.0,13584.0,13.018976423231743
Odisha,2001,RABI,GRAM,160.0,60.0,3.75
Gujarat,1997,KHARIF,JOWAR,49500.0,11300.0,2.282828282828283
Odisha,2004,WINTER,URAD,306.0,115.4,3.7712418300653594
Karnataka,2009,KHARIF,SESAMUM,60.0,24.0,4.0
Uttarakhand,2013,KHARIF,SESAMUM,209.0,53.0,2.535885167464115
Tamil Nadu,2000,KHARIF,MAIZE,256.0,427.0,16.6796875
Telangana,2005,WHOLE YEAR,SUNFLOWER,34686.0,18084.0,5.213630859712852
Gujarat,1997,WHOLE YEAR,RICE,25100.0,24600.0,9.800796812749004
Assam,1999,KHARIF,MAIZE,302.0,187.0,6.192052980132451
Tamil Nadu,2006,WHOLE YEAR,MAIZE,25.0,133.0,53.2
Odisha,1998,WINTER,POTATO,219.0,2694.0,123.01369863013699
Maharashtra,2010,KHARIF,GROUNDNUT,4000.0,3500.0,8.75
Uttar Pradesh,2012,SUMMER,MOONG(GREEN GRAM),182.0,148.0,8.131868131868131
Andhra Pradesh,1997,RABI,URAD,200.0,100.0,5.0
Andhra Pradesh,2000,RABI,ONION,230.0,5494.0,238.8695652173913
Karnataka,2005,RABI,SUNFLOWER,7829.0,4790.0,6.1182781964491
Bihar,1999,RABI,GRAM,371.0,344.0,9.272237196765499
Chhattisgarh,2001,KHARIF,MAIZE,327.0,185.0,5.657492354740061
Assam,2007,RABI,RAPESEED &MUSTARD,2065.0,1091.0,5.283292978208233
Uttar Pradesh,1999,RABI,GRAM,4663.0,3043.0,6.52584173279005
Bihar,2007,WHOLE YEAR,POTATO,7342.0,75585.0,102.94878779624082
Tamil Nadu,2009,WHOLE YEAR,MOONG(GREEN GRAM),3012.0,663.0,2.201195219123506
Uttar Pradesh,2011,KHARIF,JOWAR,1553.0,1818.0,11.706374758531874
Rajasthan,2006,RABI,RAPESEED &MUSTARD,4889.0,4371.0,8.940478625485785
Uttar Pradesh,2003,KHARIF,SESAMUM,484.0,63.0,1.3016528925619837
Bihar,2008,KHARIF,ARHAR/TUR,1007.0,1527.0,15.16385302879841
Uttar Pradesh,2008,RABI,ONION,131.0,1536.0,117.25190839694656
Uttar Pradesh,2009,KHARIF,GROUNDNUT,1597.0,1076.0,6.737633061991234
Madhya Pradesh,2011,KHARIF,RICE,829.0,923.0,11.133896260554884
Bihar,1999,WHOLE YEAR,POTATO,2885.0,27707.0,96.03812824956674
Andhra Pradesh,2012,RABI,MAIZE,8739.0,61925.0,70.86051035587596
Odisha,2005,WINTER,RAPESEED &MUSTARD,43.0,7.0,1.6279069767441863
Uttar Pradesh,2012,KHARIF,DRY CHILLIES,10.0,8.0,8.0
Chhattisgarh,2014,RABI,GRAM,51.0,56.0,10.980392156862745
Uttar Pradesh,2010,KHARIF,MOONG(GREEN GRAM),975.0,553.0,5.671794871794872
Maharashtra,2003,KHARIF,URAD,800.0,400.0,5.0
Gujarat,2011,KHARIF,SESAMUM,31500.0,13700.0,4.34920634920635
Tripura,2014,KHARIF,MAIZE,558.0,723.0,12.956989247311828
Meghalaya,2006,WINTER,RICE,3332.0,5078.0,15.240096038415366
Madhya Pradesh,2000,KHARIF,SUNFLOWER,8.0,2.0,2.5
Andhra Pradesh,2012,KHARIF,MOONG(GREEN GRAM),2980.0,1299.0,4.359060402684563
Uttar Pradesh,2014,SUMMER,URAD,719.0,299.0,4.15855354659249
Bihar,2013,AUTUMN,RICE,99601.0,144040.0,14.461702191745063
Andhra Pradesh,2012,RABI,RICE,33942.0,125959.0,37.11007011961581
Uttar Pradesh,2004,WHOLE YEAR,ONION,415.0,4757.0,114.62650602409639
Mizoram,2000,KHARIF,SESAMUM,2017.0,625.0,3.0986613782845813
Telangana,2011,RABI,ARHAR/TUR,8.0,2.0,2.5
Maharashtra,2000,SUMMER,GROUNDNUT,4000.0,4400.0,11.0
Uttar Pradesh,2014,RABI,ONION,11.0,168.0,152.72727272727275
Tamil Nadu,2013,KHARIF,MAIZE,204.0,1334.0,65.3921568627451
